"eligibleTitle","link","searchYear","oscarsYear","matchname","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","winner","id"
"Damsels in Distress","https://tvtropes.org/pmwiki/pmwiki.php/Film/DamselsInDistress",2012,2012,"damselsindistress2012","tt1667307","movie","Damsels in Distress","Damsels in Distress",0,2011,,99,"Comedy,Drama,Romance",0,"m5980"
"Dark Shadows","https://tvtropes.org/pmwiki/pmwiki.php/Film/DarkShadows",2012,2012,"darkshadows2012","tt1077368","movie","Dark Shadows","Dark Shadows",0,2012,,113,"Comedy,Fantasy,Horror",0,"m5981"
"Delhi Safari","https://tvtropes.org/pmwiki/pmwiki.php/Animation/DelhiSafari",2012,2012,"delhisafari2012","tt1172587","movie","Delhi Safari","Delhi Safari",0,2012,,96,"Animation,Comedy,Drama",0,"m5982"
"Django Unchained","https://tvtropes.org/pmwiki/pmwiki.php/Film/DjangoUnchained",2012,2012,"djangounchained2012","tt1853728","movie","Django Unchained","Django Unchained",0,2012,,165,"Drama,Western",1,"m5983"
"End of Watch","https://tvtropes.org/pmwiki/pmwiki.php/Film/EndOfWatch",2012,2012,"endofwatch2012","tt1855199","movie","End of Watch","End of Watch",0,2012,,109,"Action,Crime,Drama",0,"m5984"
"Farewell, My Queen","https://tvtropes.org/pmwiki/pmwiki.php/Film/FarewellMyQueen",2012,2012,"farewellmyqueen2012","tt1753813","movie","Farewell, My Queen","Les adieux à la reine",0,2012,,100,"Drama,History,Romance",0,"m5985"
"Flight","https://tvtropes.org/pmwiki/pmwiki.php/Film/Flight",2012,2012,"flight2012","tt1907668","movie","Flight","Flight",0,2012,,138,"Drama,Thriller",0,"m5986"
"Frankenweenie","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Frankenweenie",2012,2012,"frankenweenie2012","tt1142977","movie","Frankenweenie","Frankenweenie",0,2012,,87,"Animation,Comedy,Family",0,"m5987"
"From up on Poppy Hill","https://tvtropes.org/pmwiki/pmwiki.php/Anime/FromUpOnPoppyHill",2011,2012,"fromuponpoppyhill2012","tt1798188","movie","From Up on Poppy Hill","Kokuriko-zaka kara",0,2011,,91,"Animation,Drama,Family",0,"m5988"
"Fun Size","https://tvtropes.org/pmwiki/pmwiki.php/Film/FunSize",2012,2012,"funsize2012","tt1663143","movie","Fun Size","Fun Size",0,2012,,86,"Adventure,Comedy",0,"m5989"
"Ghost Rider Spirit of Vengeance","https://tvtropes.org/pmwiki/pmwiki.php/Film/GhostRiderSpiritOfVengeance",2012,2012,"ghostriderspiritofvengeance2012","tt1071875","movie","Ghost Rider: Spirit of Vengeance","Ghost Rider: Spirit of Vengeance",0,2011,,96,"Action,Fantasy,Thriller",0,"m5990"
"Gone","https://tvtropes.org/pmwiki/pmwiki.php/Film/Gone",2012,2012,"gone2012","tt1838544","movie","Gone","Gone",0,2012,,94,"Action,Adventure,Drama",0,"m5991"
"Haywire","https://tvtropes.org/pmwiki/pmwiki.php/Film/Haywire",,2012,"haywire2012","tt1506999","movie","Haywire","Haywire",0,2011,,93,"Action,Drama,Thriller",0,"m5992"
"Here Comes the Boom","https://tvtropes.org/pmwiki/pmwiki.php/Film/HereComesTheBoom",2012,2012,"herecomestheboom2012","tt1648179","movie","Here Comes the Boom","Here Comes the Boom",0,2012,,105,"Action,Comedy,Sport",0,"m5993"
"Hitchcock","https://tvtropes.org/pmwiki/pmwiki.php/Film/Hitchcock",2012,2012,"hitchcock2012","tt0975645","movie","Hitchcock","Hitchcock",0,2012,,98,"Biography,Drama",0,"m5994"
"Holy Motors","https://tvtropes.org/pmwiki/pmwiki.php/Film/HolyMotors",2012,2012,"holymotors2012","tt2076220","movie","Holy Motors","Holy Motors",0,2012,,115,"Drama,Fantasy",0,"m5995"
"Hotel Transylvania","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/HotelTransylvania",2012,2012,"hoteltransylvania2012","tt0837562","movie","Hotel Transylvania","Hotel Transylvania",0,2012,,91,"Animation,Comedy,Family",0,"m5996"
"House at the End of the Street","https://tvtropes.org/pmwiki/pmwiki.php/Film/HouseAtTheEndOfTheStreet",2010,2012,"houseattheendofthestreet2012","tt1582507","movie","House at the End of the Street","House at the End of the Street",0,2012,,101,"Drama,Horror,Thriller",0,"m5997"
"Hyde Park on Hudson","https://tvtropes.org/pmwiki/pmwiki.php/Film/HydeParkOnHudson",2012,2012,"hydeparkonhudson2012","tt1477855","movie","Hyde Park on Hudson","Hyde Park on Hudson",0,2012,,94,"Biography,Comedy,Drama",0,"m5998"
"Hysteria","https://tvtropes.org/pmwiki/pmwiki.php/Film/Hysteria",,2012,"hysteria2012","tt1435513","movie","Hysteria","Hysteria",0,2011,,100,"Comedy,Romance",0,"m5999"
"Ice Age Continental Drift","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/IceAge4ContinentalDrift",2012,2012,"iceagecontinentaldrift2012","tt1667889","movie","Ice Age: Continental Drift","Ice Age: Continental Drift",0,2012,,88,"Adventure,Animation,Comedy",0,"m6000"
"Jack Reacher","https://tvtropes.org/pmwiki/pmwiki.php/Film/JackReacher",2012,2012,"jackreacher2012","tt0790724","movie","Jack Reacher","Jack Reacher",0,2012,,130,"Action,Crime,Thriller",0,"m6001"
"Jeff, Who Lives at Home","https://tvtropes.org/pmwiki/pmwiki.php/Film/JeffWhoLivesAtHome",,2012,"jeffwholivesathome2012","tt1588334","movie","Jeff, Who Lives at Home","Jeff, Who Lives at Home",0,2011,,83,"Comedy,Drama",0,"m6002"
"John Carter","https://tvtropes.org/pmwiki/pmwiki.php/Film/JohnCarter",2012,2012,"johncarter2012","tt0401729","movie","John Carter","John Carter",0,2012,,132,"Action,Adventure,Sci-Fi",0,"m6003"
"Killer Joe","https://tvtropes.org/pmwiki/pmwiki.php/Film/KillerJoe",2011,2012,"killerjoe2012","tt1726669","movie","Killer Joe","Killer Joe",0,2011,,102,"Crime,Drama,Thriller",0,"m6004"
"Killing Them Softly","https://tvtropes.org/pmwiki/pmwiki.php/Film/KillingThemSoftly",2012,2012,"killingthemsoftly2012","tt1764234","movie","Killing Them Softly","Killing Them Softly",0,2012,,97,"Crime,Thriller",0,"m6005"
"Lawless","https://tvtropes.org/pmwiki/pmwiki.php/Film/Lawless",2012,2012,"lawless2012","tt1212450","movie","Lawless","Lawless",0,2012,,116,"Crime,Drama",0,"m6006"
"Les Misérables","https://tvtropes.org/pmwiki/pmwiki.php/Film/LesMiserables2012",2012,2012,"lesmisérables2012","tt1707386","movie","Les Misérables","Les Misérables",0,2012,,158,"Drama,History,Musical",1,"m6007"
"Life of Pi","https://tvtropes.org/pmwiki/pmwiki.php/Literature/LifeOfPi",2001,2012,"lifeofpi2012","tt0454876","movie","Life of Pi","Life of Pi",0,2012,,127,"Adventure,Drama,Fantasy",1,"m6008"
"Lincoln","https://tvtropes.org/pmwiki/pmwiki.php/Film/Lincoln",2012,2012,"lincoln2012","tt0443272","movie","Lincoln","Lincoln",0,2012,,150,"Biography,Drama,History",1,"m6009"
"Looper","https://tvtropes.org/pmwiki/pmwiki.php/Film/Looper",2012,2012,"looper2012","tt1276104","movie","Looper","Looper",0,2012,,113,"Action,Crime,Drama",0,"m6010"
"Madagascar 3: Europe’s Most Wanted","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Madagascar3EuropesMostWanted",2012,2012,"madagascar3europesmostwanted2012","tt1277953","movie","Madagascar 3: Europe's Most Wanted","Madagascar 3: Europe's Most Wanted",0,2012,,93,"Adventure,Animation,Comedy",0,"m6011"
"Magic Mike","https://tvtropes.org/pmwiki/pmwiki.php/Film/MagicMike",2012,2012,"magicmike2012","tt1915581","movie","Magic Mike","Magic Mike",0,2012,,110,"Comedy,Drama",0,"m6012"
"Man on a Ledge","https://tvtropes.org/pmwiki/pmwiki.php/Film/ManOnALedge",2012,2012,"manonaledge2012","tt1568338","movie","Man on a Ledge","Man on a Ledge",0,2012,,102,"Action,Adventure,Crime",0,"m6013"
"Men in Black 3","https://tvtropes.org/pmwiki/pmwiki.php/Film/MenInBlack3",2012,2012,"meninblack32012","tt1409024","movie","Men in Black 3","Men in Black 3",0,2012,,106,"Action,Adventure,Comedy",0,"m6014"
"Mirror Mirror","https://tvtropes.org/pmwiki/pmwiki.php/Film/MirrorMirror",2012,2012,"mirrormirror2012","tt1667353","movie","Mirror Mirror","Mirror Mirror",0,2012,,106,"Adventure,Comedy,Drama",0,"m6015"
"Moonrise Kingdom","https://tvtropes.org/pmwiki/pmwiki.php/Film/MoonriseKingdom",2012,2012,"moonrisekingdom2012","tt1748122","movie","Moonrise Kingdom","Moonrise Kingdom",0,2012,,94,"Adventure,Comedy,Drama",0,"m6016"
"North Sea Texas","https://tvtropes.org/pmwiki/pmwiki.php/Film/NorthSeaTexas",2011,2012,"northseatexas2012","tt1625150","movie","North Sea Texas","Noordzee, Texas",0,2011,,94,"Drama,Romance",0,"m6017"
"On the Road","https://tvtropes.org/pmwiki/pmwiki.php/Literature/OnTheRoad",1951,2012,"ontheroad2012","tt0337692","movie","On the Road","On the Road",0,2012,,124,"Adventure,Drama,Romance",0,"m6018"
"Paranormal Activity 4","https://tvtropes.org/pmwiki/pmwiki.php/Film/ParanormalActivity4",,2012,"paranormalactivity42012","tt2109184","movie","Paranormal Activity 4","Paranormal Activity 4",0,2012,,88,"Horror",0,"m6019"
"ParaNorman","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/Paranorman",2012,2012,"paranorman2012","tt1623288","movie","ParaNorman","ParaNorman",0,2012,,92,"Adventure,Animation,Comedy",0,"m6020"
"Piranha 3DD","https://tvtropes.org/pmwiki/pmwiki.php/Film/Piranha3DD",2012,2012,"piranha3dd2012","tt1714203","movie","Piranha 3DD","Piranha 3DD",0,2012,,83,"Comedy,Horror",0,"m6021"
"Pitch Perfect","https://tvtropes.org/pmwiki/pmwiki.php/Film/PitchPerfect",2012,2012,"pitchperfect2012","tt1981677","movie","Pitch Perfect","Pitch Perfect",0,2012,,112,"Comedy,Music,Romance",0,"m6022"
"Premium Rush","https://tvtropes.org/pmwiki/pmwiki.php/Film/PremiumRush",2012,2012,"premiumrush2012","tt1547234","movie","Premium Rush","Premium Rush",0,2012,,91,"Action,Crime,Thriller",0,"m6023"
"Project X","https://tvtropes.org/pmwiki/pmwiki.php/Film/ProjectX",2012,2012,"projectx2012","tt1636826","movie","Project X","Project X",0,2012,,88,"Comedy",0,"m6024"
"Prometheus","https://tvtropes.org/pmwiki/pmwiki.php/Film/Prometheus",2012,2012,"prometheus2012","tt1446714","movie","Prometheus","Prometheus",0,2012,,124,"Adventure,Mystery,Sci-Fi",0,"m6025"
"Quartet","https://tvtropes.org/pmwiki/pmwiki.php/Film/Quartet",2012,2012,"quartet2012","tt1441951","movie","Quartet","Quartet",0,2012,,94,"Comedy,Drama",0,"m6026"
"Red Tails","https://tvtropes.org/pmwiki/pmwiki.php/Film/RedTails",2012,2012,"redtails2012","tt0485985","movie","Red Tails","Red Tails",0,2012,,125,"Action,Adventure,Drama",0,"m6027"
"Resident Evil: Retribution","https://tvtropes.org/pmwiki/pmwiki.php/Film/ResidentEvilRetribution",,2012,"residentevilretribution2012","tt1855325","movie","Resident Evil: Retribution","Resident Evil: Retribution",0,2012,,95,"Action,Horror,Sci-Fi",0,"m6028"
"Rise of the Guardians","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/RiseOfTheGuardians",2012,2012,"riseoftheguardians2012","tt1446192","movie","Rise of the Guardians","Rise of the Guardians",0,2012,,97,"Adventure,Animation,Family",0,"m6029"
"Robot & Frank","https://tvtropes.org/pmwiki/pmwiki.php/Film/RobotAndFrank",2012,2012,"robotfrank2012","tt1990314","movie","Robot & Frank","Robot & Frank",0,2012,,89,"Comedy,Crime,Drama",0,"m6030"
"Rock of Ages","https://tvtropes.org/pmwiki/pmwiki.php/Film/RockOfAges",2012,2012,"rockofages2012","tt1336608","movie","Rock of Ages","Rock of Ages",0,2012,,123,"Comedy,Drama,Musical",0,"m6031"
"Ruby Sparks","https://tvtropes.org/pmwiki/pmwiki.php/Film/RubySparks",2012,2012,"rubysparks2012","tt1839492","movie","Ruby Sparks","Ruby Sparks",0,2012,,104,"Comedy,Drama,Fantasy",0,"m6032"
"Safe","https://tvtropes.org/pmwiki/pmwiki.php/Film/Safe",2012,2012,"safe2012","tt1656190","movie","Safe","Safe",0,2012,,94,"Action,Crime,Thriller",0,"m6033"
"Safe House","https://tvtropes.org/pmwiki/pmwiki.php/Film/SafeHouse",,2012,"safehouse2012","tt1599348","movie","Safe House","Safe House",0,2012,,115,"Action,Adventure,Crime",0,"m6034"
"Safety Not Guaranteed","https://tvtropes.org/pmwiki/pmwiki.php/Film/SafetyNotGuaranteed",2012,2012,"safetynotguaranteed2012","tt1862079","movie","Safety Not Guaranteed","Safety Not Guaranteed",0,2012,,86,"Comedy,Drama,Romance",0,"m6035"
"Salmon Fishing in the Yemen","https://tvtropes.org/pmwiki/pmwiki.php/Literature/SalmonFishingInTheYemen",2011,2012,"salmonfishingintheyemen2012","tt1441952","movie","Salmon Fishing in the Yemen","Salmon Fishing in the Yemen",0,2011,,107,"Comedy,Drama,Romance",0,"m6036"
"Savages","https://tvtropes.org/pmwiki/pmwiki.php/Film/Savages",2012,2012,"savages2012","tt1615065","movie","Savages","Savages",0,2012,,131,"Crime,Drama,Thriller",0,"m6037"
"Searching for Sugar Man","https://tvtropes.org/pmwiki/pmwiki.php/Film/SearchingForSugarMan",2012,2012,"searchingforsugarman2012","tt2125608","movie","Searching for Sugar Man","Searching for Sugar Man",0,2012,,86,"Biography,Documentary,Music",0,"m6038"
"Seeking a Friend for the End of the World","https://tvtropes.org/pmwiki/pmwiki.php/Film/SeekingAFriendForTheEndOfTheWorld",2012,2012,"seekingafriendfortheendoftheworld2012","tt1307068","movie","Seeking a Friend for the End of the World","Seeking a Friend for the End of the World",0,2012,,101,"Adventure,Comedy,Drama",0,"m6039"
"Seven Psychopaths","https://tvtropes.org/pmwiki/pmwiki.php/Film/SevenPsychopaths",2012,2012,"sevenpsychopaths2012","tt1931533","movie","Seven Psychopaths","Seven Psychopaths",0,2012,,110,"Comedy,Crime",0,"m6040"
"Silver Linings Playbook","https://tvtropes.org/pmwiki/pmwiki.php/Film/SilverLiningsPlaybook",2012,2012,"silverliningsplaybook2012","tt1045658","movie","Silver Linings Playbook","Silver Linings Playbook",0,2012,,122,"Comedy,Drama,Romance",1,"m6041"
"Sinister","https://tvtropes.org/pmwiki/pmwiki.php/Film/Sinister",2012,2012,"sinister2012","tt1922777","movie","Sinister","Sinister",0,2012,,110,"Horror,Mystery,Thriller",0,"m6042"
"Skyfall","https://tvtropes.org/pmwiki/pmwiki.php/Film/Skyfall",2012,2012,"skyfall2012","tt1074638","movie","Skyfall","Skyfall",0,2012,,143,"Action,Adventure,Thriller",0,"m6043"
"Sleepwalk with Me","https://tvtropes.org/pmwiki/pmwiki.php/Film/SleepwalkWithMe",,2012,"sleepwalkwithme2012","tt2077851","movie","Sleepwalk with Me","Sleepwalk with Me",0,2012,,81,"Comedy",0,"m6044"
"Smashed","https://tvtropes.org/pmwiki/pmwiki.php/Film/Smashed",2012,2012,"smashed2012","tt2063781","movie","Smashed","Smashed",0,2012,,81,"Drama",0,"m6045"
"Snow White and the Huntsman","https://tvtropes.org/pmwiki/pmwiki.php/Film/SnowWhiteAndTheHuntsman",2012,2012,"snowwhiteandthehuntsman2012","tt1735898","movie","Snow White and the Huntsman","Snow White and the Huntsman",0,2012,,127,"Action,Adventure,Drama",0,"m6046"
"Stand up Guys","https://tvtropes.org/pmwiki/pmwiki.php/Film/StandUpGuys",2012,2012,"standupguys2012","tt1389096","movie","Stand Up Guys","Stand Up Guys",0,2012,,95,"Comedy,Crime,Thriller",0,"m6047"
"Struck by Lightning","https://tvtropes.org/pmwiki/pmwiki.php/Film/StruckByLightning",2012,2012,"struckbylightning2012","tt1791614","movie","Struck by Lightning","Struck by Lightning",0,2012,,90,"Comedy,Drama",0,"m6048"
"Taken 2","https://tvtropes.org/pmwiki/pmwiki.php/Film/Taken",,2012,"taken22012","tt1397280","movie","Taken 2","Taken 2",0,2012,,92,"Action,Crime,Thriller",0,"m6049"
"Ted","https://tvtropes.org/pmwiki/pmwiki.php/Film/Ted",2012,2012,"ted2012","tt1637725","movie","Ted","Ted",0,2012,,106,"Comedy,Fantasy,Romance",0,"m6050"
"That’s My Boy","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThatsMyBoy",2012,2012,"thatsmyboy2012","tt1232200","movie","That's My Boy","That's My Boy",0,2012,,116,"Comedy",0,"m6051"
"The Amazing Spider-Man","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAmazingSpiderMan",2012,2012,"amazingspiderman2012","tt0948470","movie","The Amazing Spider-Man","The Amazing Spider-Man",0,2012,,136,"Action,Adventure,Sci-Fi",0,"m6052"
"The Apparition","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheApparition",2012,2012,"apparition2012","tt1433822","movie","The Apparition","The Apparition",0,2012,,83,"Horror,Thriller",0,"m6053"
"The Bay","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBay",2012,2012,"bay2012","tt1713476","movie","The Bay","The Bay",0,2012,,84,"Horror,Sci-Fi,Thriller",0,"m6054"
"The Best Exotic Marigold Hotel","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBestExoticMarigoldHotel",2011,2012,"bestexoticmarigoldhotel2012","tt1412386","movie","The Best Exotic Marigold Hotel","The Best Exotic Marigold Hotel",0,2011,,124,"Comedy,Drama,Romance",0,"m6055"
"The Bourne Legacy","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBourneLegacy",2012,2012,"bournelegacy2012","tt1194173","movie","The Bourne Legacy","The Bourne Legacy",0,2012,,135,"Action,Adventure,Thriller",0,"m6056"
"The Cabin in the Woods","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheCabinInTheWoods",2012,2012,"cabininthewoods2012","tt1259521","movie","The Cabin in the Woods","The Cabin in the Woods",0,2011,,95,"Comedy,Horror",0,"m6057"
"The Campaign","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheCampaign",2012,2012,"campaign2012","tt1790886","movie","The Campaign","The Campaign",0,2012,,85,"Comedy",0,"m6058"
"The Dark Knight Rises","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDarkKnightRises",2012,2012,"darkknightrises2012","tt1345836","movie","The Dark Knight Rises","The Dark Knight Rises",0,2012,,164,"Action,Thriller",0,"m6059"
"The Deep Blue Sea","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDeepBlueSea",2011,2012,"deepbluesea2012","tt1700844","movie","The Deep Blue Sea","The Deep Blue Sea",0,2011,,98,"Drama,Romance",0,"m6060"
"The Devil Inside","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDevilInside",2012,2012,"devilinside2012","tt1560985","movie","The Devil Inside","The Devil Inside",0,2012,,83,"Horror",0,"m6061"
"The Dictator","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDictator",2012,2012,"dictator2012","tt1645170","movie","The Dictator","The Dictator",0,2012,,83,"Comedy",0,"m6062"
"The Expendables 2","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheExpendables2",2012,2012,"expendables22012","tt1764651","movie","The Expendables 2","The Expendables 2",0,2012,,103,"Action,Adventure,Thriller",0,"m6063"
"The Five-Year Engagement","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheFiveYearEngagement",2012,2012,"fiveyearengagement2012","tt1195478","movie","The Five-Year Engagement","The Five-Year Engagement",0,2012,,124,"Comedy,Romance",0,"m6064"
"The Grey","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGrey",,2012,"grey2012","tt1601913","movie","The Grey","The Grey",0,2011,,117,"Action,Adventure,Drama",0,"m6065"
"The Hobbit: An Unexpected Journey","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheHobbitAnUnexpectedJourney",,2012,"hobbitanunexpectedjourney2012","tt0903624","movie","The Hobbit: An Unexpected Journey","The Hobbit: An Unexpected Journey",0,2012,,169,"Adventure,Family,Fantasy",0,"m6066"
"The Hunger Games","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheHungerGames",2012,2012,"hungergames2012","tt1392170","movie","The Hunger Games","The Hunger Games",0,2012,,142,"Action,Adventure,Sci-Fi",0,"m6067"
"The Impossible","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheImpossible",2012,2012,"impossible2012","tt1649419","movie","The Impossible","Lo imposible",0,2012,,114,"Drama,History,Thriller",0,"m6068"
"The Intouchables","https://tvtropes.org/pmwiki/pmwiki.php/Film/Intouchables",2011,2012,"intouchables2012","tt1675434","movie","The Intouchables","Intouchables",0,2011,,112,"Biography,Comedy,Drama",0,"m6069"
"The Man with the Iron Fists","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheManWithTheIronFists",2012,2012,"manwiththeironfists2012","tt1258972","movie","The Man with the Iron Fists","The Man with the Iron Fists",0,2012,,95,"Action",0,"m6070"
"The Master","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheMaster",2012,2012,"master2012","tt1560747","movie","The Master","The Master",0,2012,,138,"Drama",0,"m6071"
"The Mystical Laws","https://tvtropes.org/pmwiki/pmwiki.php/Anime/TheMysticalLaws",2012,2012,"mysticallaws2012","tt2343130","movie","The Mystical Laws","Shinpi no hô",0,2012,,119,"Animation",0,"m6072"
"The Odd Life of Timothy Green","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheOddLifeOfTimothyGreen",2012,2012,"oddlifeoftimothygreen2012","tt1462769","movie","The Odd Life of Timothy Green","The Odd Life of Timothy Green",0,2012,,105,"Comedy,Drama,Family",0,"m6073"
"The Painting","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/LeTableau",2011,2012,"painting2012","tt1891769","movie","The Painting","Le tableau",0,2011,,76,"Adventure,Animation,Drama",0,"m6074"
"The Perks of Being a Wallflower","https://tvtropes.org/pmwiki/pmwiki.php/Literature/ThePerksOfBeingAWallflower",2012,2012,"perksofbeingawallflower2012","tt1659337","movie","The Perks of Being a Wallflower","The Perks of Being a Wallflower",0,2012,,103,"Drama,Romance",0,"m6075"
